,SALDO INICIAL 2011,,,,,,,,,,,,,,,,,,,,,
9,ALLOY 11,,J200LG-GMDF2,TERIOS,266909,8369,JDAJ200G0B1031526,,3SZ 2693369,NEGRO,2011,,,,,,,,,,,
10,BASIC 11,,J200LG-GQDF2,TERIOS,266910,8370,JDAJ200G0B1031378,,3SZ 2669094,NEGRO,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  DREAM JASMINE LLEGO:   15.08.11,,,,,,PRODUCCION JUNIO -2011   09 UNIDADES  JAPON ( 2DO. PARCIAL),,,,,,,,,,,,,,,
,B/L  JPNGO-003848323-1,,,,,,,,,,,,,,,,,,,,,
,F/C 13195-1107-001,,19.07.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,,,,,,,,,,,
,TRANSM.,,,,,,,,,,FAB.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1,,,J200LG-GMDF2,ALLOY 11,303293,9264,*JDAJ200G0B1031608*,,3SZ 2694060,GRIS,2011,,,,,,,,,,,
2,,,J200LG-GMDF2,ALLOY 11,303259,9265,*JDAJ200G0B1031629*,,3SZ 2693423,PLATA,2011,,,,,,,,,,,
3,,,J200LG-GMDF2,ALLOY 11,303271,9266,*JDAJ200G0B1031659*,,3SZ 2695812,ROJO,2011,,,,,,,,,,,
4,,,J200LG-GMDF2,ALLOY 11,303280,9267,*JDAJ200G0B1031685*,,3SZ 2695826,NEGRO,2011,,,,,,,,,,,
5,,,J200LG-GMDF2,ALLOY 11,303291,9268,*JDAJ200G0B1031716*,,3SZ 2687138,GRIS,2011,,,,,,,,,,,
6,,,J200LG-GMDF2,ALLOY 11,303302,9269,*JDAJ200G0B1031769*,,3SZ 2695334,BEIGE,2011,,,,,,,,,,,
7,,,J200LG-GQDF2,BASIC 11,303269,9261,*JDAJ200G0B1031561*,,3SZ 2669082,PLATA,2011,,,,,,,,,,,
8,,,J200LG-GQDF2,BASIC 11,303281,9262,*JDAJ200G0B1031591*,,3SZ 2676428,GRIS,2011,,,,,,,,,,,
9,,,J200LG-GQDF2,BASIC 11,303283,9263,*JDAJ200G0B1031750*,,3SZ 2679982,BEIGE,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  ATLAS LEADER  LLEGO:  10.08.11 ,,,,,,PRODUCCION JUNIO -2011   13 UNIDADES  INDONESIA (1ER. PARCIAL),,,,,,,,,,,,,,,
,B/L  NYKS940005693,,,,,,,,,,,,,,,,,,,,,
,TMI-34A/0048/11,,27.06.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,,,,,,,,,,,
,TRANSM.,,,,,,,,,,FAB.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1,TERIOS LONG,,ZQ,TERIOS LONG,280083,8371,MHKG2CN20BK000490,,3SZ DBV6321,BEIGE,2011,,,,,,,,,,,
2,TERIOS LONG,,ZQ,TERIOS LONG,280094,8372,MHKG2CN20BK000491,,3SZ DCC9179,GRIS,2011,,,,,,,,,,,
3,TERIOS LONG,,ZQ,TERIOS LONG,280095,8373,MHKG2CN20BK000492,,3SZ DBV2171,PLATA,2011,,,,,,,,,,,
4,TERIOS LONG,,ZQ,TERIOS LONG,280104,8374,MHKG2CN20BK000493,,3SZ DCC9318,MARRON PARDO,2011,,,,,,,,,,,
5,TERIOS LONG,,ZQ,TERIOS LONG,280107,8375,MHKG2CN20BK000522,,3SZ DCD1431,NEGRO,2011,,,,,,,,,,,
6,TERIOS LONG,,ZQ,TERIOS LONG,280096,8376,MHKG2CN20BK000523,,3SZ DCD5841,BEIGE,2011,,,,,,,,,,,
7,TERIOS LONG,,ZQ,TERIOS LONG,280105,8377,MHKG2CN20BK000524,,3SZ DBV0763,GRIS,2011,,,,,,,,,,,
8,TERIOS LONG,,ZQ,TERIOS LONG,280108,8378,MHKG2CN20BK000525,,3SZ DCC7966,PLATA,2011,,,,,,,,,,,
9,LUXURY,,ZR,TERIOS LONG,280106,8379,MHKG2CP40BK003180,,3SZ DBU7607,GRIS,2011,,,,,,,,,,,
10,LUXURY,,ZR,TERIOS LONG,280112,8380,MHKG2CP40BK003181,,3SZ DBU7604,PLATA,2011,,,,,,,,,,,
11,LUXURY,,ZR,TERIOS LONG,280114,8381,MHKG2CP40BK003183,,3SZ DCC9159,MARRON PARDO,2011,,,,,,,,,,,
12,LUXURY,,ZR,TERIOS LONG,280109,8382,MHKG2CP40BK003193,,3SZ DBU7590,GRIS,2011,,,,,,,,,,,
13,LUXURY,,ZR,TERIOS LONG,280113,8383,MHKG2CP40BK003194,,3SZ DBU8817,PLATA,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  DAETALUS LEADER  LLEGO:   29.08.11,,,,,,PRODUCCION JUNIO -2011   02 UNIDADES  INDONESIA ( 2DO. PARCIAL),,,,,,,,,,,,,,,
,B/L  NYKS940005736,,,,,,,,,,,,,,,,,,,,,
,TMI-34A/0049/11,,07.07.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,LUXURY,,ZR,TERIOS LONG,309809,9451,MHKG2CP40BK003182,,3SZ DCC9325,BEIGE,2011,,,,,,,,,,,
2,LUXURY,,ZR,TERIOS LONG,309815,9452,MHKG2CP40BK003192,,3SZ DBV4387,NEGRO,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  ATLANTIC HIGHWAY  LLEGO:  21.08.11 ,,,,,,PRODUCCION JULIO -2011   16 UNIDADES  JAPON,,,,,,,,,,,,,,,
,B/L  JPNGO-003867801-2,,,,,,,,,,,,,,,,,,,,,
,F/C 13195-1107-002,,26.07.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,,,MECANICA,ALLOY 11,308487,9611,*JDAJ200G0C1031779*,,3SZ 2696247,BEIGE,2011,,,,,,,,,,,
2,,,MECANICA,ALLOY 11,308502,9612,*JDAJ200G0C1031823*,,3SZ 2700735,NEGRO,2011,,,,,,,,,,,
3,,,MECANICA,ALLOY 11,308503,9613,*JDAJ200G0C1031825*,,3SZ 2700725,GRIS,2011,,,,,,,,,,,
4,,,MECANICA,ALLOY 11,308519,9614,*JDAJ200G0C1031859*,,3SZ 2701063,GRIS,2011,,,,,,,,,,,
5,,,MECANICA,ALLOY 11,308557,9615,*JDAJ200G0C1031886*,,3SZ 2701272,GRIS,2011,,,,,,,,,,,
6,,,MECANICA,ALLOY 11,308564,9616,*JDAJ200G0C1031883*,,3SZ 2701279,NEGRO,2011,,,,,,,,,,,
7,,,MECANICA,ALLOY 11,308535,9617,*JDAJ200G0C1031801*,,3SZ 2698733,BEIGE,2011,,,,,,,,,,,
8,,,MECANICA,ALLOY 11,308542,9618,*JDAJ200G0C1031846*,,3SZ 2698999,NEGRO,2011,,,,,,,,,,,
9,,,MECANICA,ALLOY 11,308517,9619,*JDAJ200G0C1031901*,,3SZ 2701294,PLATA,2011,,,,,,,,,,,
10,,,MECANICA,ALLOY 11,308534,9620,*JDAJ200G0C1031936*,,3SZ 2701432,PLATA,2011,,,,,,,,,,,
11,,,MECANICA,ALLOY 11,308543,9621,*JDAJ200G0C1031965*,,3SZ 2701027,ROJO,2011,,,,,,,,,,,
12,,,MECANICA,ALLOY 11,308556,9622,*JDAJ200G0C1031966*,,3SZ 2701340,VERDE BRITANICO,2011,,,,,,,,,,,
13,,,MECANICA,ALLOY 11,308669,9623,*JDAJ200G0C1031991*,,3SZ 2702080,ROJO,2011,,,,,,,,,,,
14,,,MECANICA,ALLOY 11,308682,9624,*JDAJ200G0C1031995*,,3SZ 2702055,VERDE BRITANICO,2011,,,,,,,,,,,
15,,,AUTOMATICA,BASIC 11,308655,9625,*JDAJ200G0C1031784*,,3SZ 2679946,GRIS,2011,,,,,,,,,,,
16,,,AUTOMATICA,BASIC 11,308488,9626,*JDAJ200G0C1031827*,,3SZ 2672716,ROJO,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  DAETALUS LEADER  LLEGO:   29.08.11,,,,,,PRODUCCION JULIO -2011   02 UNIDADES  INDONESIA (1ER. PARCIAL),,,,,,,,,,,,,,,
,B/L  NYKS940005733,,,,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0050/11,,07.07.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,309838,9441,MHKG2CN20CK000527,,3SZ DCD7944,MARRON PARDO,2011,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,309795,9442,MHKG2CN20CK000526,,3SZ DCD5032,GRIS,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  DRESDENT 13T  LLEGO:   31.08.11,,,, ,,PRODUCCION JULIO -2011   04 UNIDADES  INDONESIA (2DO.. PARCIAL),,,,,,,,,,,,,,,
,B/L  KKLUJKT259771,,,,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0051/11,,22.07.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,316399,9961,MHKG2CN20CK000531,,3SZ DCE4292,GRIS,2011,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,316410,9962,MHKG2CN20CK000530,,3SZ DCC9759,BEIGE,2011,,,,,,,,,,,
3,MECANICA,,NB,TERIOS LONG,316421,9963,MHKG2CN20CK000529,,3SZ DCD8948,PLATA,2011,,,,,,,,,,,
4,MECANICA,,NB,TERIOS LONG,316440,9964,MHKG2CN20CK000528,,3SZ DCE0685,NEGRO,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  DREAM ORCHID  LLEGO:   05.10.11,,,, ,,PRODUCCION JULIO -2011   03 UNIDADES  INDONESIA (3ER.. PARCIAL),,,,,,,,,,,,,,,
,B/L  NYKS940005981,,,2011-2297,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0052/11,,23.08.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,F700LG-GMDF,,NB,TERIOS LONG,372323,11351,MHKG2CN20CK000532,,3SZ DCE0759,MARRON PARDO,2011,,,,,,,,,,,
2,F700LG-GMDF,,NB,TERIOS LONG,372332,11352,MHKG2CN20CK000533,,3SZ DCE5970,NEGRO,2011,,,,,,,,,,,
3,F700LG-GMDF,,NB,TERIOS LONG,372340,11353,MHKG2CN20CK000534,,3SZ DCE1531,PLATA,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  DREAM ORCHID  LLEGO:   05.10.11,,,, ,,PRODUCCION AGOSTO -2011   01 UNIDADES  INDONESIA (1ER.. PARCIAL),,,,,,,,,,,,,,,
,B/L  NYKS940005978,,,2011-2297,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0053/11,,23.08.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,F700LG-GQGF,,LUXURY,TERIOS LONG,372157,11350,MHKG2CP40CK003309,,3SZ DCF5637,BEIGE,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  GRAND LEGACY  LLEGO:   22.10.11,,,, ,,PRODUCCION AGOSTO -2011   09 UNIDADES  INDONESIA (2do. PARCIAL),,,,,,,,,,,,,,,
,B/L  NYKS940006110,,,2011-,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0054/11,,08.09.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,394799,12093,MHKG2CN20CK000535,,3SZ DCF7654,BEIGE,2011,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,394790,12092,MHKG2CN20CK000536,,3SZ DCF7540,GRIS,2011,,,,,,,,,,,
3,MECANICA,,NB,TERIOS LONG,394781,12091,MHKG2CN20CK000537,,3SZ DCF5352,MARRON PARDO,2011,,,,,,,,,,,
4,MECANICA,,NB,TERIOS LONG,394769,12095,MHKG2CN20CK000538,,3SZ DCF5250,NEGRO,2011,,,,,,,,,,,
5,MECANICA,,NB,TERIOS LONG,394813,12094,MHKG2CN20CK000539,,3SZ DCF4748,PLATA,2011,,,,,,,,,,,
6,AUTOMATICA,,LUXURY,TERIOS LONG,394794,12097,MHKG2CP40CK003315,,3SZ DCF5953,GRIS,2011,,,,,,,,,,,
7,AUTOMATICA,,LUXURY,TERIOS LONG,394788,12096,MHKG2CP40CK003323,,3SZ DCD5085,MARRON PARDO,2011,,,,,,,,,,,
8,AUTOMATICA,,LUXURY,TERIOS LONG,394776,12099,MHKG2CP40CK003330,,3SZ DCF7551,NEGRO,2011,,,,,,,,,,,
9,AUTOMATICA,,LUXURY,TERIOS LONG,394804,12098,MHKG2CP40CK003337,,3SZ DCF5713,PLATA,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  GRAND LEGACY  LLEGO:   22.10.11,,,, ,,PRODUCCION SETIEMBRE -2011   01 UNIDADES  INDONESIA (1ER. PARCIAL),,,,,,,,,,,,,,,
,B/L  NYKS940006109,,,2011-,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0055/11,,08.09.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,F700LG-GMDF,,NB,TERIOS LONG,394629,,MHKG2CN20CK000543,,3SZ DCG0886,BEIGE,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  GRAND LEGACY  LLEGO:   22.10.11,,,, ,,PRODUCCION SETIEMBRE -2011   17  UNIDADES  JAPON ,,,,,,,,,,,,,,,
,B/L  NYKS180865082,,,2011-,,,,,,,,,,,,,,,,,,
,F/C 13195-1109-001,,21.09.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,J200LG-GMDF2,,,ALLOY 11,395151,12078,JDAJ200G0C1033142,,3SZ 2715871,NEGRO,2011,,,,,,,,,,,
2,J200LG-GMDF2,,,ALLOY 11,395032,12079,JDAJ200G0C1033158,,3SZ 2716182,NEGRO,2011,,,,,,,,,,,
3,J200LG-GMDF2,,,ALLOY 11,394789,12080,JDAJ200G0C1033178,,3SZ 2716731,VERDE BRITANICO,2011,,,,,,,,,,,
4,J200LG-GMDF2,,,ALLOY 11,395030,12081,JDAJ200G0C1033173,,3SZ 2716763,BEIGE,2011,,,,,,,,,,,
5,J200LG-GMDF2,,,ALLOY 11,395068,12082,JDAJ200G0C1033197,,3SZ 2716294,ROJO,2011,,,,,,,,,,,
6,J200LG-GMDF2,,,ALLOY 11,394936,12083,JDAJ200G0C1033185,,3SZ 2717228,GRIS,2011,,,,,,,,,,,
7,J200LG-GMDF2,,,ALLOY 11,394951,12084,JDAJ200G0C1033216,,3SZ 2717507,ROJO,2011,,,,,,,,,,,
8,J200LG-GMDF2,,,ALLOY 11,394965,12085,JDAJ200G0C1033205,,3SZ 2717489,PLATA,2011,,,,,,,,,,,
9,J200LG-GMDF2,,,ALLOY 11,394817,12086,JDAJ200G0C1033229,,3SZ 2717550,GRIS,2011,,,,,,,,,,,
10,J200LG-GMDF2,,,ALLOY 11,395066,12087,JDAJ200G0C1033232,,3SZ 2717987,PLATA,2011,,,,,,,,,,,
11,J200LG-GQDF2,,,BASIC 11,394786,12075,JDAJ200G0C1033176,,3SZ 2711560,ROJO,2011,,,,,,,,,,,
12,J200LG-GQDF2,,,BASIC 11,394928,12076,JDAJ200G0C1033187,,3SZ 2716055,PLATA,2011,,,,,,,,,,,
13,J200LG-GQDF2,,,BASIC 11,394942,12077,JDAJ200G0C1033208,,3SZ 2716003,NEGRO,2011,,,,,,,,,,,
14,J210LG-GMDF2,,,SAFETY 11,394791,12073,JDAJ210G0C1125581,,3SZ 2717400,PLATA,2011,,,,,,,,,,,
15,J210LG-GMDF2,,,SAFETY 11,394803,12074,JDAJ210G0C1125663,,3SZ 2717815,NEGRO,2011,,,,,,,,,,,
16,J210LG-GQDF2,,,SAFETY 11,394784,12071,JDAJ210G0C1125437,,3SZ 2713998,GRIS,2011,,,,,,,,,,,
17,J210LG-GQDF2,,,SAFETY 11,394792,12072,JDAJ210G0C1125505,,3SZ 2713881,BEIGE,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  VIKING AMBER   LLEGO:   19.11.11,,,, ,,PRODUCCION SETIEMBRE -2011   06  UNIDADES  INDONESIA (2DO. PARCIAL) ,,,,,,,,,,,,,,,
,B/L  KKLUJKT264704,,,2011-,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0056/11,,27.09.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,440746,13411,MHKG2CN20CK000548,,3SZ DCF8418,MARRON PARDO,2011,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,440756,13412,MHKG2CN20CK000553,,3SZ DCG2693,GRIS,2011,,,,,,,,,,,
3,MECANICA,,NB,TERIOS LONG,440747,13413,MHKG2CN20CK000560,,3SZ DCD5006,NEGRO,2011,,,,,,,,,,,
4,MECANICA,,NB,TERIOS LONG,440758,13414,MHKG2CN20CK000565,,3SZ DCG4772,PLATA,2011,,,,,,,,,,,
5,AUTOMATICA,,LUXURY,TERIOS LONG,440748,13415,MHKG2CP40CK003352,,3SZ DCF8331,BEIGE,2011,,,,,,,,,,,
6,AUTOMATICA,,LUXURY,TERIOS LONG,440759,13416,MHKG2CP40CK003373,,3SZ DCF5970,GRIS,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :  VIKING AMBER   LLEGO:   19.11.11,,,, ,,PRODUCCION SETIEMBRE  -2011   03  UNIDADES  INDONESIA (3ER. PARCIAL) ,,,,,,,,,,,,,,,
,B/L  KKLUJKT265672,,,2011-,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0057/11,,10.10.11,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,440371,13421,MHKG2CN20CK000576,,3SZ DCG6670,MARRON PARDO,2011,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,440399,13422,MHKG2CN20CK000571,,3SZ DCG7513,GRIS,2011,,,,,,,,,,,
3,AUTOMATICA,,LUXURY,TERIOS LONG,440417,13423,MHKG2CP40CK003399,,3SZ DCG8677,MARRON PARDO,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :   AMBER ARROW   LLEGO:   22.11.11,,,, ,,PRODUCCION OCTUBRE -2011   14  UNIDADES  JAPON  ,,,,,,,,,,,,,,,
,B/L  KKLUJPN383287,,,2011-,,,,,,,,,,,,,,,,,,
,F/C 13195-1110-001,,24.10.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,TERIOS,ALLOY 11,440972,13549,JDAJ200G0C1033568,,3SZ 2718357,NEGRO,2011,,,,,,,,,,,
2,MECANICA,,TERIOS,ALLOY 11,440980,13550,JDAJ200G0C1033598,,3SZ 2717134,BEIGE,2011,,,,,,,,,,,
3,MECANICA,,TERIOS,ALLOY 11,440989,13551,JDAJ200G0C1033635,,3SZ 2717345,GRIS,2011,,,,,,,,,,,
4,MECANICA,,TERIOS,ALLOY 11,440995,13552,JDAJ200G0C1033655,,3SZ 2720658,PLATA,2011,,,,,,,,,,,
5,MECANICA,,TERIOS,ALLOY 11,440999,13553,JDAJ200G0C1033692,,3SZ 2723583,ROJO,2011,,,,,,,,,,,
6,MECANICA,,TERIOS,ALLOY 11,441012,13554,JDAJ200G0C1033727,,3SZ 2724497,VERDE BRITANICO,2011,,,,,,,,,,,
7,AUTOMATICA,,TERIOS,BASIC 11,441006,13547,JDAJ200G0C1033569,,3SZ 2716476,PLATA,2011,,,,,,,,,,,
8,AUTOMATICA,,TERIOS,BASIC 11,441009,13548,JDAJ200G0C1033590,,3SZ 2716372,VERDE BRITANICO,2011,,,,,,,,,,,
9,MECANICA,,TERIOS,SAFETY,440984,13543,JDAJ210G0C1126727,,3SZ 2716843,BEIGE,2011,,,,,,,,,,,
10,MECANICA,,TERIOS,SAFETY,440993,13544,JDAJ210G0C1126777,,3SZ 2717081,GRIS,2011,,,,,,,,,,,
11,MECANICA,,TERIOS,SAFETY,440996,13545,JDAJ210G0C1126827,,3SZ 2716677,PLATA,2011,,,,,,,,,,,
12,MECANICA,,TERIOS,SAFETY,441001,13546,JDAJ210G0C1126904,,3SZ 2720577,VERDE BRITANICO,2011,,,,,,,,,,,
13,AUTOMATICA,,TERIOS,SAFETY,440970,13541,JDAJ210G0C1126886,,3SZ 2717495,NEGRO,2011,,,,,,,,,,,
14,AUTOMATICA,,TERIOS,SAFETY,440976,13542,JDAJ210G0C1126942,,3SZ 2716824,PLATA,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
,VP.   :   HOJIN   LLEGO:   16.12.11,,,, ,,PRODUCCION  OCTUBRE - 2011   04  UNIDADES  INDONESIA  2DO. PARCIAL ,,,,,,,,,,,,,,,
,B/L  NYKS940006482,,,2011-2856,,,,,,,,,,,,,,,,,,
,F/C TMI-34A/0059/11,,04.11.11,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,VERSION,,SPEC,MODELO,POLIZA,# ORD.,CHASIS,,MOTOR,COLOR,AÑO ,TRANSM.,,,,,,,,,,FAB.
,,,,,,,,,,,,,,,,,,,,,,
1,MECANICA,,NB,TERIOS LONG,475969,14361,MHKG2CN20CK000582,,3SZ DCH1221,MARRON PARDO,2011,,,,,,,,,,,
2,MECANICA,,NB,TERIOS LONG,475993,14362,MHKG2CN20CK000605,,3SZ DCH8762,MARRON PARDO,2011,,,,,,,,,,,
3,MECANICA,,NB,TERIOS LONG,475989,14363,MHKG2CN20CK000600,,3SZ DCH9356,GRIS,2011,,,,,,,,,,,
4,AUTOMATICA,,LUXURY,TERIOS LONG,475994,14364,MHKG2CP40CK003446,,3SZ DCJ1251,GRIS,2011,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"CARTA DE CREDITO / BCO, SCOTIABANK",,,,,,,,,,,,,,,,,,,,,
